order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
9243090480,95377,2023-03-21 20:03:00,2023-03-21 20:32:00,29,1.48,Significantly Delayed,Traffic
7532381028,72118,2023-03-21 20:07:00,2023-03-21 20:04:00,-3,2.64,On Time,Null
1884811437,85987,2023-03-21 20:21:00,2023-03-21 20:16:00,-5,1.8,On Time,Null
3914760118,52436,2023-03-21 20:29:00,2023-03-21 20:30:00,1,3.38,On Time,Traffic
1085912198,45229,2023-03-21 23:05:00,2023-03-21 23:00:00,-5,3.36,On Time,Null
7773287963,19710,2023-03-22 02:29:00,2023-03-22 02:34:00,5,2.86,On Time,Traffic
7168596454,1608,2023-03-22 02:56:00,2023-03-22 03:04:00,8,3.42,Slightly Delayed,Traffic
9943206333,86716,2023-03-22 09:57:00,2023-03-22 10:01:00,4,2.89,On Time,Traffic
1606381345,84799,2023-03-22 12:56:00,2023-03-22 12:51:00,-5,1.32,On Time,Null
6098277214,79553,2023-03-22 13:53:00,2023-03-22 13:51:00,-2,2.7,On Time,Null
5777824005,9630,2023-03-22 23:19:00,2023-03-22 23:14:00,-5,2.8,On Time,Null
1833854180,25656,2023-03-23 07:31:00,2023-03-23 07:56:00,25,1.13,Significantly Delayed,Traffic
5153395650,19704,2023-03-23 15:34:00,2023-03-23 15:38:00,4,4.12,On Time,Traffic
7213146086,68499,2023-03-23 20:21:00,2023-03-23 20:16:00,-5,3.21,On Time,Null
8997788831,69051,2023-03-23 23:42:00,2023-03-23 23:38:00,-4,0.77,On Time,Null
1668737869,21499,2023-03-24 00:00:00,2023-03-23 23:57:00,-3,0.92,On Time,Null
599772156,62467,2023-03-24 04:49:00,2023-03-24 05:02:00,13,2.77,Slightly Delayed,Traffic
2483565595,25691,2023-03-24 06:30:00,2023-03-24 06:33:00,3,2.28,On Time,Traffic
9663384689,60561,2023-03-24 17:15:00,2023-03-24 17:21:00,6,1.58,Slightly Delayed,Traffic
283675535,3175,2023-03-24 17:17:00,2023-03-24 17:14:00,-3,2.89,On Time,Null
9430475133,41262,2023-03-25 02:04:00,2023-03-25 02:07:00,3,3.39,On Time,Traffic
7812276711,60140,2023-03-25 06:28:00,2023-03-25 06:40:00,12,2.45,Slightly Delayed,Traffic
1483786406,99066,2023-03-25 07:41:00,2023-03-25 08:09:00,28,3.36,Significantly Delayed,Traffic
7942005230,44185,2023-03-25 08:31:00,2023-03-25 08:41:00,10,2.99,Slightly Delayed,Traffic
9894863460,10817,2023-03-25 08:51:00,2023-03-25 08:48:00,-3,1.31,On Time,Null
697061213,80729,2023-03-25 09:52:00,2023-03-25 09:55:00,3,1.48,On Time,Traffic
4249535395,45901,2023-03-25 11:31:00,2023-03-25 11:26:00,-5,1.15,On Time,Null
7232049635,86311,2023-03-25 16:07:00,2023-03-25 16:02:00,-5,0.51,On Time,Null
5944464513,80133,2023-03-25 16:57:00,2023-03-25 16:55:00,-2,4.49,On Time,Null
1900542981,82683,2023-03-25 18:46:00,2023-03-25 18:50:00,4,1.16,On Time,Traffic
1895143216,68226,2023-03-25 20:23:00,2023-03-25 20:28:00,5,4.21,On Time,Traffic
8795242622,20027,2023-03-26 04:33:00,2023-03-26 04:29:00,-4,3.8,On Time,Null
2442453181,21860,2023-03-26 07:40:00,2023-03-26 07:45:00,5,4.46,On Time,Traffic
2193572534,23297,2023-03-26 08:05:00,2023-03-26 08:33:00,28,1.4,Significantly Delayed,Traffic
7127377458,9342,2023-03-26 15:47:00,2023-03-26 15:55:00,8,3.89,Slightly Delayed,Traffic
2330986566,80888,2023-03-26 16:41:00,2023-03-26 16:40:00,-1,1.59,On Time,Null
6739114301,10714,2023-03-26 18:26:00,2023-03-26 18:28:00,2,1.42,On Time,Traffic
3475260976,37563,2023-03-26 19:09:00,2023-03-26 19:22:00,13,4.22,Slightly Delayed,Traffic
485687952,41920,2023-03-26 19:53:00,2023-03-26 20:05:00,12,1.05,Slightly Delayed,Traffic
2318969828,37500,2023-03-26 20:22:00,2023-03-26 20:19:00,-3,1.54,On Time,Null
3174938939,50364,2023-03-27 06:25:00,2023-03-27 06:25:00,0,3.76,On Time,Null
6083333956,34580,2023-03-27 06:53:00,2023-03-27 07:06:00,13,2.12,Slightly Delayed,Traffic
6197760573,34868,2023-03-27 08:06:00,2023-03-27 08:04:00,-2,3.59,On Time,Null
997535715,35602,2023-03-27 11:35:00,2023-03-27 11:37:00,2,4.02,On Time,Traffic
5190422833,17583,2023-03-27 11:43:00,2023-03-27 11:42:00,-1,4.34,On Time,Null
4816980820,28954,2023-03-27 20:41:00,2023-03-27 20:59:00,18,2.31,Significantly Delayed,Traffic
121874867,69733,2023-03-28 01:10:00,2023-03-28 01:05:00,-5,3.08,On Time,Null
9927474026,85439,2023-03-28 04:20:00,2023-03-28 04:33:00,13,0.9,Slightly Delayed,Traffic
6737025662,59670,2023-03-28 07:00:00,2023-03-28 07:01:00,1,3.17,On Time,Traffic
2840526544,3957,2023-03-28 07:36:00,2023-03-28 07:38:00,2,3.86,On Time,Traffic
4772519706,27293,2023-03-28 09:03:00,2023-03-28 09:02:00,-1,2.96,On Time,Null
7040151151,55045,2023-03-28 17:07:00,2023-03-28 17:07:00,0,1.94,On Time,Null
5351526726,18337,2023-03-28 19:08:00,2023-03-28 19:04:00,-4,2.79,On Time,Null
5465833352,43563,2023-03-28 20:10:00,2023-03-28 20:12:00,2,1.06,On Time,Traffic
8209000496,15353,2023-03-28 20:10:00,2023-03-28 20:25:00,15,2.17,Slightly Delayed,Traffic
1741224538,28254,2023-03-29 00:40:00,2023-03-29 00:40:00,0,1.04,On Time,Null
7936387697,66425,2023-03-29 00:44:00,2023-03-29 00:46:00,2,4.8,On Time,Traffic
5331800057,39782,2023-03-29 01:41:00,2023-03-29 01:54:00,13,4.9,Slightly Delayed,Traffic
1602291242,79235,2023-03-29 09:57:00,2023-03-29 09:58:00,1,0.67,On Time,Traffic
8549503132,86962,2023-03-29 11:03:00,2023-03-29 11:00:00,-3,4.63,On Time,Null
4344108631,39923,2023-03-29 11:27:00,2023-03-29 11:37:00,10,3.98,Slightly Delayed,Traffic
955844536,35124,2023-03-29 12:19:00,2023-03-29 12:22:00,3,2.61,On Time,Traffic
1690800946,16850,2023-03-29 14:57:00,2023-03-29 14:59:00,2,0.73,On Time,Traffic
2753579193,13373,2023-03-29 15:06:00,2023-03-29 15:05:00,-1,1.24,On Time,Null
7471416647,72270,2023-03-29 15:59:00,2023-03-29 16:06:00,7,3.97,Slightly Delayed,Traffic
7596333614,24475,2023-03-30 05:36:00,2023-03-30 05:39:00,3,4.44,On Time,Traffic
9729709418,43891,2023-03-30 05:38:00,2023-03-30 05:33:00,-5,4.73,On Time,Null
6247819401,7912,2023-03-30 06:11:00,2023-03-30 06:12:00,1,4.48,On Time,Traffic
5653623743,59281,2023-03-30 08:53:00,2023-03-30 09:19:00,26,1.2,Significantly Delayed,Traffic
156346853,16610,2023-03-30 09:13:00,2023-03-30 09:28:00,15,1.43,Slightly Delayed,Traffic
2465711187,94564,2023-03-30 11:08:00,2023-03-30 11:03:00,-5,3.36,On Time,Null
3264409553,61878,2023-03-30 18:48:00,2023-03-30 19:12:00,24,4.86,Significantly Delayed,Traffic
3680678403,7068,2023-03-31 00:33:00,2023-03-31 00:34:00,1,1.06,On Time,Traffic
3429728472,77476,2023-03-31 08:48:00,2023-03-31 08:57:00,9,1.25,Slightly Delayed,Traffic
7733310993,31410,2023-03-31 09:57:00,2023-03-31 10:09:00,12,4.55,Slightly Delayed,Traffic
4098488449,5718,2023-03-31 13:48:00,2023-03-31 13:48:00,0,2.85,On Time,Null
1407304162,56660,2023-03-31 18:59:00,2023-03-31 18:59:00,0,3.65,On Time,Null
3325049330,70928,2023-03-31 19:20:00,2023-03-31 19:17:00,-3,0.78,On Time,Null
7177553918,13012,2023-03-31 22:17:00,2023-03-31 22:31:00,14,3.48,Slightly Delayed,Traffic
4763556417,49554,2023-04-01 00:54:00,2023-04-01 00:52:00,-2,3.35,On Time,Null
5982829268,97197,2023-04-01 04:43:00,2023-04-01 04:43:00,0,1.56,On Time,Null
637944734,35435,2023-04-01 09:35:00,2023-04-01 09:39:00,4,2.16,On Time,Traffic
4495916529,63656,2023-04-01 11:51:00,2023-04-01 11:54:00,3,3.47,On Time,Traffic
5735156904,89407,2023-04-01 16:40:00,2023-04-01 16:53:00,13,4.91,Slightly Delayed,Traffic
8100817128,91888,2023-04-01 22:19:00,2023-04-01 22:31:00,12,4.58,Slightly Delayed,Traffic
2237858,97945,2023-04-02 04:00:00,2023-04-02 04:03:00,3,3.86,On Time,Traffic
1824646473,88937,2023-04-02 07:02:00,2023-04-02 06:57:00,-5,1.7,On Time,Null
9493456526,32972,2023-04-02 07:25:00,2023-04-02 07:22:00,-3,3.86,On Time,Null
4910060567,19589,2023-04-02 11:02:00,2023-04-02 10:58:00,-4,3.42,On Time,Null
9787535949,20817,2023-04-02 14:17:00,2023-04-02 14:27:00,10,1.96,Slightly Delayed,Traffic
9277710098,71248,2023-04-02 16:48:00,2023-04-02 16:58:00,10,1.62,Slightly Delayed,Traffic
6696750742,89976,2023-04-02 17:54:00,2023-04-02 17:54:00,0,4.39,On Time,Null
781509952,41511,2023-04-02 19:14:00,2023-04-02 19:12:00,-2,3.64,On Time,Null
888938572,28461,2023-04-02 20:49:00,2023-04-02 20:54:00,5,4.8,On Time,Traffic
4989511905,13120,2023-04-03 01:07:00,2023-04-03 01:06:00,-1,5,On Time,Null
9409585531,16318,2023-04-03 06:22:00,2023-04-03 06:29:00,7,4.52,Slightly Delayed,Traffic
4351744653,45994,2023-04-03 14:26:00,2023-04-03 14:45:00,19,2.14,Significantly Delayed,Traffic
1195560119,6698,2023-04-03 17:33:00,2023-04-03 17:36:00,3,1.79,On Time,Traffic
4796733514,22316,2023-04-03 18:48:00,2023-04-03 19:17:00,29,1.07,Significantly Delayed,Traffic
5992338333,91077,2023-04-03 23:47:00,2023-04-03 23:47:00,0,1.51,On Time,Null
6735813139,58945,2023-04-04 01:25:00,2023-04-04 01:21:00,-4,3.18,On Time,Null
7717156533,89557,2023-04-04 05:14:00,2023-04-04 05:18:00,4,4.13,On Time,Traffic
6932356214,27028,2023-04-04 05:52:00,2023-04-04 06:06:00,14,1.35,Slightly Delayed,Traffic
7079324691,462,2023-04-04 09:25:00,2023-04-04 09:23:00,-2,4.08,On Time,Null
8094117960,7809,2023-04-04 10:19:00,2023-04-04 10:31:00,12,0.57,Slightly Delayed,Traffic
1309618968,29830,2023-04-04 19:57:00,2023-04-04 19:55:00,-2,4.64,On Time,Null
5375387413,53977,2023-04-04 23:42:00,2023-04-04 23:44:00,2,1.63,On Time,Traffic
8314342490,66981,2023-04-05 01:23:00,2023-04-05 01:23:00,0,0.64,On Time,Null
4055690435,25984,2023-04-05 02:20:00,2023-04-05 02:16:00,-4,3.9,On Time,Null
6595771960,72175,2023-04-05 03:36:00,2023-04-05 03:40:00,4,1.75,On Time,Traffic
8284240513,59760,2023-04-05 11:38:00,2023-04-05 11:42:00,4,0.57,On Time,Traffic
9821008306,9712,2023-04-05 15:52:00,2023-04-05 15:48:00,-4,0.74,On Time,Null
8559748526,93002,2023-04-05 18:27:00,2023-04-05 18:28:00,1,0.94,On Time,Traffic
488314125,60702,2023-04-05 18:28:00,2023-04-05 18:41:00,13,3.13,Slightly Delayed,Traffic
7089292009,70015,2023-04-05 23:29:00,2023-04-05 23:30:00,1,2.56,On Time,Traffic
5868093790,30003,2023-04-06 00:08:00,2023-04-06 00:11:00,3,4.17,On Time,Traffic
4168839407,45033,2023-04-06 00:15:00,2023-04-06 00:14:00,-1,3.25,On Time,Null
7579506101,80056,2023-04-06 01:28:00,2023-04-06 01:25:00,-3,2.05,On Time,Null
3012496270,96443,2023-04-06 04:04:00,2023-04-06 04:04:00,0,4.62,On Time,Null
7148568995,72059,2023-04-06 07:55:00,2023-04-06 08:15:00,20,2.26,Significantly Delayed,Traffic
9240312177,95973,2023-04-06 12:41:00,2023-04-06 12:48:00,7,1.54,Slightly Delayed,Traffic
2458349464,92293,2023-04-06 12:50:00,2023-04-06 12:50:00,0,2.94,On Time,Null
155669553,73940,2023-04-06 14:38:00,2023-04-06 14:36:00,-2,0.77,On Time,Null
2550246555,36017,2023-04-06 14:39:00,2023-04-06 14:47:00,8,2.42,Slightly Delayed,Traffic
3210260715,12745,2023-04-06 15:21:00,2023-04-06 15:16:00,-5,3.86,On Time,Null
8891144024,45152,2023-04-06 20:53:00,2023-04-06 20:57:00,4,4.79,On Time,Traffic
2528398796,58075,2023-04-07 00:02:00,2023-04-07 00:13:00,11,2.63,Slightly Delayed,Traffic
5236061455,14592,2023-04-07 00:05:00,2023-04-07 00:09:00,4,4.84,On Time,Traffic
5750245858,11457,2023-04-07 01:01:00,2023-04-07 01:11:00,10,2.98,Slightly Delayed,Traffic
2711467206,63249,2023-04-07 01:03:00,2023-04-07 00:58:00,-5,1.81,On Time,Null
2784959025,86825,2023-04-07 02:46:00,2023-04-07 02:49:00,3,4.77,On Time,Traffic
7886908865,34483,2023-04-07 03:05:00,2023-04-07 03:08:00,3,2.69,On Time,Traffic
7343262659,84731,2023-04-07 06:46:00,2023-04-07 06:49:00,3,3.25,On Time,Traffic
9279422297,29442,2023-04-07 10:55:00,2023-04-07 10:54:00,-1,0.89,On Time,Null
1827844756,78517,2023-04-07 11:43:00,2023-04-07 11:46:00,3,1.67,On Time,Traffic
39405769,6878,2023-04-07 12:56:00,2023-04-07 13:11:00,15,1.11,Slightly Delayed,Traffic
4435636116,45294,2023-04-07 14:22:00,2023-04-07 14:20:00,-2,3.54,On Time,Null
8152246475,36583,2023-04-07 22:47:00,2023-04-07 22:45:00,-2,3.93,On Time,Null
676278878,11530,2023-04-08 08:29:00,2023-04-08 08:28:00,-1,4.7,On Time,Null
1809212176,68256,2023-04-08 09:36:00,2023-04-08 09:32:00,-4,4.43,On Time,Null
8399666962,970,2023-04-08 10:04:00,2023-04-08 09:59:00,-5,4.01,On Time,Null
2217466286,55729,2023-04-08 13:27:00,2023-04-08 13:50:00,23,2.22,Significantly Delayed,Traffic
274530126,35596,2023-04-08 22:12:00,2023-04-08 22:34:00,22,4.22,Significantly Delayed,Traffic
7456088789,72015,2023-04-09 00:16:00,2023-04-09 00:21:00,5,2.87,On Time,Traffic
9680783354,42017,2023-04-09 02:11:00,2023-04-09 02:11:00,0,4.59,On Time,Null
4954911880,79410,2023-04-09 04:14:00,2023-04-09 04:19:00,5,1.8,On Time,Traffic
3081609596,77266,2023-04-09 04:34:00,2023-04-09 04:34:00,0,4.39,On Time,Null
50845914,95031,2023-04-09 04:37:00,2023-04-09 04:34:00,-3,3.41,On Time,Null
262562615,4045,2023-04-09 04:55:00,2023-04-09 04:59:00,4,4.08,On Time,Traffic
3825468344,35824,2023-04-09 08:19:00,2023-04-09 08:21:00,2,4.66,On Time,Traffic
7568450733,63512,2023-04-09 08:33:00,2023-04-09 08:30:00,-3,4.36,On Time,Null
7154957395,63099,2023-04-09 10:21:00,2023-04-09 10:21:00,0,2.28,On Time,Null
4092550629,73303,2023-04-09 16:30:00,2023-04-09 16:30:00,0,1.69,On Time,Null
6281619403,12086,2023-04-09 19:15:00,2023-04-09 19:10:00,-5,4.51,On Time,Null
5393866026,23975,2023-04-10 00:56:00,2023-04-10 00:51:00,-5,2.3,On Time,Null
5934372451,81095,2023-04-10 02:10:00,2023-04-10 02:05:00,-5,4.74,On Time,Null
482214790,49560,2023-04-10 05:48:00,2023-04-10 05:52:00,4,4.85,On Time,Traffic
4413239746,21923,2023-04-10 07:41:00,2023-04-10 07:54:00,13,4.76,Slightly Delayed,Traffic
8814047085,68901,2023-04-10 10:50:00,2023-04-10 10:45:00,-5,2.67,On Time,Null
7809161755,84449,2023-04-10 16:32:00,2023-04-10 16:34:00,2,4.72,On Time,Traffic
8213018419,97345,2023-04-10 20:49:00,2023-04-10 21:10:00,21,3.04,Significantly Delayed,Traffic
8463856241,18824,2023-04-10 21:20:00,2023-04-10 21:27:00,7,4.41,Slightly Delayed,Traffic
8811831663,64662,2023-04-11 01:33:00,2023-04-11 01:36:00,3,2.57,On Time,Traffic
291439357,8626,2023-04-11 02:30:00,2023-04-11 02:33:00,3,4.33,On Time,Traffic
6712947216,3996,2023-04-11 04:24:00,2023-04-11 04:28:00,4,4.42,On Time,Traffic
2485242479,76138,2023-04-11 06:35:00,2023-04-11 06:34:00,-1,3.71,On Time,Null
8259274680,17260,2023-04-11 06:45:00,2023-04-11 06:43:00,-2,3.76,On Time,Null
279851011,73623,2023-04-11 09:58:00,2023-04-11 09:57:00,-1,4.34,On Time,Null
4696656818,95505,2023-04-11 13:12:00,2023-04-11 13:26:00,14,1.91,Slightly Delayed,Traffic
4330597536,26934,2023-04-11 15:08:00,2023-04-11 15:12:00,4,1.95,On Time,Traffic
3084493525,89201,2023-04-11 19:06:00,2023-04-11 19:08:00,2,2.14,On Time,Traffic
9667072962,31515,2023-04-11 21:09:00,2023-04-11 21:15:00,6,3.97,Slightly Delayed,Traffic
844328418,21982,2023-04-11 21:53:00,2023-04-11 22:20:00,27,4.68,Significantly Delayed,Traffic
902157975,86411,2023-04-12 01:14:00,2023-04-12 01:11:00,-3,0.52,On Time,Null
9837170359,62865,2023-04-12 08:54:00,2023-04-12 08:55:00,1,0.59,On Time,Traffic
2734817654,46050,2023-04-12 09:51:00,2023-04-12 09:48:00,-3,4.64,On Time,Null
4260996213,14963,2023-04-12 12:55:00,2023-04-12 13:12:00,17,1.23,Significantly Delayed,Traffic
6033660622,82054,2023-04-12 15:24:00,2023-04-12 15:31:00,7,3.74,Slightly Delayed,Traffic
3525336030,2314,2023-04-12 23:03:00,2023-04-12 23:18:00,15,4.32,Slightly Delayed,Traffic
6999330116,52664,2023-04-13 00:24:00,2023-04-13 00:47:00,23,3.9,Significantly Delayed,Traffic
3547439109,91588,2023-04-13 00:41:00,2023-04-13 00:39:00,-2,2.46,On Time,Null
2966187610,28872,2023-04-13 01:22:00,2023-04-13 01:31:00,9,3.73,Slightly Delayed,Traffic
6105793582,46350,2023-04-13 01:38:00,2023-04-13 01:50:00,12,1.91,Slightly Delayed,Traffic
6965716176,48850,2023-04-13 02:32:00,2023-04-13 02:34:00,2,4.53,On Time,Traffic
8820606892,75354,2023-04-13 06:14:00,2023-04-13 06:16:00,2,4.45,On Time,Traffic
5882568464,93909,2023-04-13 08:39:00,2023-04-13 08:37:00,-2,2.42,On Time,Null
549484032,60679,2023-04-13 08:40:00,2023-04-13 08:42:00,2,4.35,On Time,Traffic
3823949592,28356,2023-04-13 23:21:00,2023-04-13 23:16:00,-5,1.48,On Time,Null
3186513319,2924,2023-04-14 00:19:00,2023-04-14 00:28:00,9,4.76,Slightly Delayed,Traffic
8608111158,12818,2023-04-14 02:57:00,2023-04-14 03:06:00,9,3.77,Slightly Delayed,Traffic
1767778760,57806,2023-04-14 03:41:00,2023-04-14 03:41:00,0,2.32,On Time,Null
3859828998,39119,2023-04-14 04:01:00,2023-04-14 04:00:00,-1,0.78,On Time,Null
6594929133,30251,2023-04-14 10:02:00,2023-04-14 10:01:00,-1,0.65,On Time,Null
8766330526,98295,2023-04-14 13:29:00,2023-04-14 13:26:00,-3,1.09,On Time,Null
9778782281,10170,2023-04-14 21:54:00,2023-04-14 22:07:00,13,1.54,Slightly Delayed,Traffic
9876119035,83597,2023-04-15 01:22:00,2023-04-15 01:35:00,13,3.58,Slightly Delayed,Traffic
7560862152,91464,2023-04-15 09:05:00,2023-04-15 09:07:00,2,4.12,On Time,Traffic
7241413847,93156,2023-04-15 10:39:00,2023-04-15 10:34:00,-5,0.88,On Time,Null
691827543,32846,2023-04-15 13:33:00,2023-04-15 13:31:00,-2,2.76,On Time,Null
8321726382,199,2023-04-15 13:42:00,2023-04-15 13:37:00,-5,3.57,On Time,Null
5710259220,87697,2023-04-15 15:46:00,2023-04-15 15:50:00,4,1.2,On Time,Traffic
9277089038,75267,2023-04-15 20:21:00,2023-04-15 20:29:00,8,4.2,Slightly Delayed,Traffic
2060061337,50748,2023-04-15 23:10:00,2023-04-15 23:22:00,12,3.08,Slightly Delayed,Traffic
6999224625,29986,2023-04-16 00:38:00,2023-04-16 00:39:00,1,4.49,On Time,Traffic
5478986113,64855,2023-04-16 00:40:00,2023-04-16 00:49:00,9,3.47,Slightly Delayed,Traffic
4616699342,34959,2023-04-16 07:39:00,2023-04-16 07:35:00,-4,2.98,On Time,Null
960728650,42554,2023-04-16 08:09:00,2023-04-16 08:16:00,7,3.51,Slightly Delayed,Traffic
9656230693,63639,2023-04-16 08:35:00,2023-04-16 08:47:00,12,1.51,Slightly Delayed,Traffic
2254856113,58706,2023-04-16 10:44:00,2023-04-16 10:44:00,0,2.46,On Time,Null
199903168,93719,2023-04-16 11:14:00,2023-04-16 11:11:00,-3,1.37,On Time,Null
8263379807,1156,2023-04-16 11:50:00,2023-04-16 11:49:00,-1,2.43,On Time,Null
923659418,24003,2023-04-16 13:32:00,2023-04-16 13:33:00,1,2.11,On Time,Traffic
5720622852,41385,2023-04-16 15:01:00,2023-04-16 14:59:00,-2,4.29,On Time,Null
5710643134,8691,2023-04-16 17:16:00,2023-04-16 17:44:00,28,1.71,Significantly Delayed,Traffic
7517620171,48840,2023-04-16 18:26:00,2023-04-16 18:21:00,-5,0.54,On Time,Null
4898355547,14630,2023-04-16 19:01:00,2023-04-16 19:02:00,1,2.2,On Time,Traffic
9334479603,10385,2023-04-16 20:27:00,2023-04-16 20:27:00,0,4.73,On Time,Null
8478376092,68285,2023-04-17 02:17:00,2023-04-17 02:18:00,1,4.44,On Time,Traffic
1180899898,24863,2023-04-17 03:12:00,2023-04-17 03:15:00,3,2.5,On Time,Traffic
538997323,68926,2023-04-17 03:45:00,2023-04-17 03:48:00,3,1.9,On Time,Traffic
1401372388,18081,2023-04-17 09:55:00,2023-04-17 09:54:00,-1,0.72,On Time,Null
9710106935,84964,2023-04-17 15:57:00,2023-04-17 16:08:00,11,1.71,Slightly Delayed,Traffic
9144790321,32954,2023-04-17 16:33:00,2023-04-17 16:48:00,15,1.54,Slightly Delayed,Traffic
2035952734,1616,2023-04-17 19:38:00,2023-04-17 19:37:00,-1,0.84,On Time,Null
562428866,47688,2023-04-17 19:46:00,2023-04-17 20:00:00,14,3.8,Slightly Delayed,Traffic
8426805628,88737,2023-04-17 22:54:00,2023-04-17 22:52:00,-2,1.87,On Time,Null
3334055527,63631,2023-04-18 12:32:00,2023-04-18 12:36:00,4,0.72,On Time,Traffic
9996182478,48495,2023-04-18 13:30:00,2023-04-18 13:30:00,0,2.97,On Time,Null
6832435511,33260,2023-04-18 15:49:00,2023-04-18 15:44:00,-5,4.42,On Time,Null
7913167260,69504,2023-04-19 01:10:00,2023-04-19 01:39:00,29,3.92,Significantly Delayed,Traffic
9776505630,66941,2023-04-19 03:59:00,2023-04-19 03:55:00,-4,4.39,On Time,Null
6687307827,71891,2023-04-19 14:26:00,2023-04-19 14:31:00,5,3.74,On Time,Traffic
3860678807,82696,2023-04-19 14:27:00,2023-04-19 14:37:00,10,4.14,Slightly Delayed,Traffic
1886705751,97590,2023-04-19 19:02:00,2023-04-19 18:57:00,-5,3.13,On Time,Null
4884197611,4714,2023-04-19 19:23:00,2023-04-19 19:48:00,25,4.29,Significantly Delayed,Traffic
4726520098,78911,2023-04-19 21:49:00,2023-04-19 21:46:00,-3,4.96,On Time,Null
2895464675,13097,2023-04-20 10:28:00,2023-04-20 10:40:00,12,4.48,Slightly Delayed,Traffic
